--md5:f963657395284f8e7fb81ad81c8f75fc
Table_Quest_8 = { 
	[800000] = {id = 800000, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 32, Name = '奇妙的摄影', Type = 'guild', Branch = {}, RewardGroupID = 800000, Content = 'visit', Params = {npc=6091,dialog={85152,85153},uniqueid=6091,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800053] = {id = 800053, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 44, Name = '诚挚的热爱', Type = 'guild', Branch = {}, RewardGroupID = 800050, Content = 'reward', Params = {id=510010}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800054] = {id = 800054, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 45, Name = '衷心的祝福', Type = 'guild', Branch = {}, RewardGroupID = 800054, Content = 'visit', Params = {npc=6084,dialog={85191,85192},uniqueid=6084,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800055] = {id = 800055, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 45, Name = '衷心的祝福', Type = 'guild', Branch = {}, RewardGroupID = 800054, Content = 'item_use', Params = {focus=0,guild=1,num=5,id=500501}, TraceInfo = '对[num]/5名公会成员使用变傻光线枪', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800056] = {id = 800056, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 45, Name = '衷心的祝福', Type = 'guild', Branch = {}, RewardGroupID = 800054, Content = 'visit', Params = {npc=6084,dialog={85193},uniqueid=6084,distance=3}, Map = 10001, TraceInfo = '完成了，与[npcName]谈谈', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800057] = {id = 800057, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 45, Name = '衷心的祝福', Type = 'guild', Branch = {}, RewardGroupID = 800054, Content = 'reward', Params = {id=510020}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800058] = {id = 800058, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 46, Name = '温馨的时光', Type = 'guild', Branch = {}, RewardGroupID = 800058, Content = 'visit', Params = {npc=6079,dialog={85194,85195},uniqueid=6079,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800059] = {id = 800059, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 46, Name = '温馨的时光', Type = 'guild', Branch = {}, RewardGroupID = 800058, Content = 'photo', Params = {focus=1,guild=1,num=1}, TraceInfo = '拍摄公会成员[name]的一张照片', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800060] = {id = 800060, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 46, Name = '温馨的时光', Type = 'guild', Branch = {}, RewardGroupID = 800058, Content = 'hint', Params = {msgid=2955}, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800061] = {id = 800061, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 46, Name = '温馨的时光', Type = 'guild', Branch = {}, RewardGroupID = 800058, Content = 'visit', Params = {npc=6079,dialog={85196},uniqueid=6079,distance=3}, Map = 10001, TraceInfo = '把拍摄的照片带给[npcName]', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800062] = {id = 800062, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 46, Name = '温馨的时光', Type = 'guild', Branch = {}, RewardGroupID = 800058, Content = 'reward', Params = {id=510010}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800063] = {id = 800063, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 47, Name = '流金的岁月', Type = 'guild', Branch = {}, RewardGroupID = 800063, Content = 'visit', Params = {npc=6080,dialog={85197,85198},uniqueid=6080,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800064] = {id = 800064, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 47, Name = '流金的岁月', Type = 'guild', Branch = {}, RewardGroupID = 800063, Content = 'photo', Params = {focus=1,guild=1,num=1,self=1,group=1}, TraceInfo = '与公会成员[name]合影一张', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800065] = {id = 800065, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 47, Name = '流金的岁月', Type = 'guild', Branch = {}, RewardGroupID = 800063, Content = 'hint', Params = {msgid=2955}, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800066] = {id = 800066, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 47, Name = '流金的岁月', Type = 'guild', Branch = {}, RewardGroupID = 800063, Content = 'visit', Params = {npc=6080,dialog={85199},uniqueid=6080,distance=3}, Map = 10001, TraceInfo = '把合影带给[npcName]', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800067] = {id = 800067, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 47, Name = '流金的岁月', Type = 'guild', Branch = {}, RewardGroupID = 800063, Content = 'reward', Params = {id=510020}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800068] = {id = 800068, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 48, Name = '美好的回忆', Type = 'guild', Branch = {}, RewardGroupID = 800068, Content = 'visit', Params = {npc=6108,dialog={85257,85258},uniqueid=6108,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800069] = {id = 800069, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 48, Name = '美好的回忆', Type = 'guild', Branch = {}, RewardGroupID = 800068, Content = 'photo', Params = {focus=0,guild=1,num=2,self=1,group=1}, TraceInfo = '与两名公会内成员合影一张', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800070] = {id = 800070, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 48, Name = '美好的回忆', Type = 'guild', Branch = {}, RewardGroupID = 800068, Content = 'hint', Params = {msgid=2955}, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800071] = {id = 800071, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 48, Name = '美好的回忆', Type = 'guild', Branch = {}, RewardGroupID = 800068, Content = 'visit', Params = {npc=6108,dialog={85259},uniqueid=6108,distance=3}, Map = 10001, TraceInfo = '把合影带给[npcName]', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800072] = {id = 800072, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 48, Name = '美好的回忆', Type = 'guild', Branch = {}, RewardGroupID = 800068, Content = 'reward', Params = {id=510010}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800073] = {id = 800073, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 49, Name = '永恒的光辉', Type = 'guild', Branch = {}, RewardGroupID = 800073, Content = 'visit', Params = {npc=6108,dialog={85260,85261},uniqueid=6108,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800074] = {id = 800074, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 49, Name = '永恒的光辉', Type = 'guild', Branch = {}, RewardGroupID = 800073, Content = 'photo', Params = {focus=0,guild=1,num=4,self=1,group=1}, TraceInfo = '与四名公会内成员合影一张', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800075] = {id = 800075, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 49, Name = '永恒的光辉', Type = 'guild', Branch = {}, RewardGroupID = 800073, Content = 'hint', Params = {msgid=2955}, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800076] = {id = 800076, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 49, Name = '永恒的光辉', Type = 'guild', Branch = {}, RewardGroupID = 800073, Content = 'visit', Params = {npc=6108,dialog={85262},uniqueid=6108,distance=3}, Map = 10001, TraceInfo = '把合影带给[npcName]', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800077] = {id = 800077, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 49, Name = '永恒的光辉', Type = 'guild', Branch = {}, RewardGroupID = 800073, Content = 'reward', Params = {id=510020}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800078] = {id = 800078, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 50, Name = '荣耀的起点', Type = 'guild', Branch = {}, RewardGroupID = 800078, Content = 'visit', Params = {npc=6078,dialog={86021,86022},uniqueid=6078,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800079] = {id = 800079, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 50, Name = '荣耀的起点', Type = 'guild', Branch = {}, RewardGroupID = 800078, Content = 'photo', Params = {focus=1,guild=1,num=1,self=1,group=1,pos={-7.19,-0.04,62.40},range=5}, Map = 2, TraceInfo = '与公会成员[name]去南门门口附近拍张合影', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800080] = {id = 800080, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 50, Name = '荣耀的起点', Type = 'guild', Branch = {}, RewardGroupID = 800078, Content = 'hint', Params = {msgid=2955}, Map = 2, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800081] = {id = 800081, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 50, Name = '荣耀的起点', Type = 'guild', Branch = {}, RewardGroupID = 800078, Content = 'visit', Params = {npc=6078,dialog={86023},uniqueid=6078,distance=3}, Map = 10001, TraceInfo = '把合影带给[npcName]', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800082] = {id = 800082, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 50, Name = '荣耀的起点', Type = 'guild', Branch = {}, RewardGroupID = 800078, Content = 'reward', Params = {id=510020}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800083] = {id = 800083, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 52, Name = '美妙的音乐喷泉', Type = 'guild', Branch = {}, RewardGroupID = 800083, Content = 'visit', Params = {npc=6078,dialog={86018,86019},uniqueid=6078,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800084] = {id = 800084, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 52, Name = '美妙的音乐喷泉', Type = 'guild', Branch = {}, RewardGroupID = 800083, Content = 'photo', Params = {focus=0,guild=1,num=1,self=1,group=1,pos={5.12,-3.38,-58.52},range=5}, Map = 1, TraceInfo = '与任一公会成员去普隆德拉喷泉附近拍张合影', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800085] = {id = 800085, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 52, Name = '美妙的音乐喷泉', Type = 'guild', Branch = {}, RewardGroupID = 800083, Content = 'hint', Params = {msgid=2955}, Map = 1, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800086] = {id = 800086, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 52, Name = '美妙的音乐喷泉', Type = 'guild', Branch = {}, RewardGroupID = 800083, Content = 'visit', Params = {npc=6078,dialog={86020},uniqueid=6078,distance=3}, Map = 10001, TraceInfo = '把合影带给[npcName]', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800087] = {id = 800087, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 52, Name = '美妙的音乐喷泉', Type = 'guild', Branch = {}, RewardGroupID = 800083, Content = 'reward', Params = {id=510020}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800088] = {id = 800088, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 53, Name = '礼貌的摄影', Type = 'guild', Branch = {}, RewardGroupID = 800088, Content = 'visit', Params = {npc=6093,dialog={107092,107093,107094,107095},uniqueid=6093,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800089] = {id = 800089, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 53, Name = '礼貌的摄影', Type = 'guild', Branch = {}, RewardGroupID = 800088, Content = 'photo', Params = {focus=0,guild=1,num=1,action=34}, TraceInfo = '拍摄一张任一公会成员鞠躬的照片', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800090] = {id = 800090, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 53, Name = '礼貌的摄影', Type = 'guild', Branch = {}, RewardGroupID = 800088, Content = 'hint', Params = {msgid=2955}, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800091] = {id = 800091, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 53, Name = '礼貌的摄影', Type = 'guild', Branch = {}, RewardGroupID = 800088, Content = 'visit', Params = {npc=6093,dialog={107096},uniqueid=6093,distance=3}, Map = 10001, TraceInfo = '把拍摄的照片带给[npcName]', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800092] = {id = 800092, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 53, Name = '礼貌的摄影', Type = 'guild', Branch = {}, RewardGroupID = 800088, Content = 'GM', Params = {type="playaction",style=3,npcid=6093,id=34,sync=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800093] = {id = 800093, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 53, Name = '礼貌的摄影', Type = 'guild', Branch = {}, RewardGroupID = 800088, Content = 'reward', Params = {id=510010}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800094] = {id = 800094, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 54, Name = '甜蜜的摄影', Type = 'guild', Branch = {}, RewardGroupID = 800094, Content = 'visit', Params = {npc=6093,dialog={107097,107098,107099,107100},uniqueid=6093,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800095] = {id = 800095, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 54, Name = '甜蜜的摄影', Type = 'guild', Branch = {}, RewardGroupID = 800094, Content = 'photo', Params = {focus=0,guild=1,num=1,action=32}, TraceInfo = '拍摄一张任一公会成员飞吻的照片', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800096] = {id = 800096, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 54, Name = '甜蜜的摄影', Type = 'guild', Branch = {}, RewardGroupID = 800094, Content = 'hint', Params = {msgid=2955}, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800097] = {id = 800097, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 54, Name = '甜蜜的摄影', Type = 'guild', Branch = {}, RewardGroupID = 800094, Content = 'visit', Params = {npc=6093,dialog={107101},uniqueid=6093,distance=3}, Map = 10001, TraceInfo = '把拍摄的照片带给[npcName]', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800098] = {id = 800098, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 54, Name = '甜蜜的摄影', Type = 'guild', Branch = {}, RewardGroupID = 800094, Content = 'GM', Params = {type="playaction",style=3,npcid=6093,id=32,sync=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800099] = {id = 800099, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 54, Name = '甜蜜的摄影', Type = 'guild', Branch = {}, RewardGroupID = 800094, Content = 'reward', Params = {id=510010}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800100] = {id = 800100, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 55, Name = '虔诚的祷告', Type = 'guild', Branch = {}, RewardGroupID = 800100, Content = 'visit', Params = {npc=6094,dialog={107102,107103,107104},uniqueid=6094,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800101] = {id = 800101, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 55, Name = '虔诚的祷告', Type = 'guild', Branch = {}, RewardGroupID = 800100, Content = 'photo', Params = {focus=0,guild=1,num=1,self=1,group=1,pos={21.94,2.39,-3.21},range=5}, Map = 1, TraceInfo = '与任一公会成员去普隆德拉大教堂附近拍张合影', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800102] = {id = 800102, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 55, Name = '虔诚的祷告', Type = 'guild', Branch = {}, RewardGroupID = 800100, Content = 'hint', Params = {msgid=2955}, Map = 1, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800103] = {id = 800103, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 55, Name = '虔诚的祷告', Type = 'guild', Branch = {}, RewardGroupID = 800100, Content = 'visit', Params = {npc=6094,dialog={107105},uniqueid=6094,distance=3}, Map = 10001, TraceInfo = '把合影带给[npcName]', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800104] = {id = 800104, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 55, Name = '虔诚的祷告', Type = 'guild', Branch = {}, RewardGroupID = 800100, Content = 'reward', Params = {id=510020}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 1, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
	[800105] = {id = 800105, QuestID = 80001, Class = {}, QuestName = '公会任务', GroupID = 56, Name = '城堡的魅力', Type = 'guild', Branch = {}, RewardGroupID = 800105, Content = 'visit', Params = {npc=6094,dialog={107106,107107,107108,107109},uniqueid=6094,distance=3,symbol=1}, Map = 10001, TraceInfo = '', WhetherTrace = 1, Auto = 0, Bpoint = {}, PreQuest = {}, MustPreQuest = {}, Manual = {}, TFStartTime = '', TFEndTime = '', StartTime = '', EndTime = '', WeekTime = {}, guild = {}, version = '', recycle = {}},
